Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
142859.0,0.136214641885866,0.727706524604046,-0.769366097022875,0.419859735558739,0.985144163447509,-1.3770081795047,1.65819462699178,-0.384103904635403,-0.555952510472832,-0.216174066420855,-1.19688281788915,-0.852746902591616,-1.56653429691919,1.00448284540065,-0.132242762288012,-0.393085077332357,-0.449525541083451,-0.166019297956532,-0.669609123341688,-0.196986469983516,0.289635726110418,0.698845365870047,0.052308353522231,-0.064408367770661,-0.368317387811567,-0.645644969661552,0.097910318121608,0.11929947349009,69.0,0
52329.0,0.529814150544421,-1.26327917070027,1.39529668198824,1.83493431230768,-1.38076444340141,1.12642816231277,-0.726579144440265,0.386037415506875,1.35496429499729,-0.365508491366075,0.034871403221526,1.66002788097794,0.356724751831203,-0.957417514668876,-2.29847862347371,-0.216779563865594,-0.077356083627754,0.372833878734385,0.496334068541524,0.457516216247438,0.137556185718879,0.261426978359755,-0.40191250757352,0.086923695248145,0.486598415025241,-0.253881929023523,0.055337140674216,0.075244511476484,289.0,0
149793.0,1.89737336287474,-0.573817095343262,-0.781292181795311,0.031016404646128,-0.179399438321442,0.130811414535493,-0.418641244742318,0.037459790066493,0.717387085078722,0.116970992550334,0.144730850619838,1.15103364378467,0.952087691171511,-0.049238362767841,-0.183996816545188,0.878177683768462,-1.1571542577681,0.245581383273193,0.610049990535359,0.042939683237863,-0.226827663606099,-0.704519846143603,0.233031255640633,-1.02525254122326,-0.54298586588462,0.266265310529426,-0.053055608580154,-0.050124217692790,78.88,0
51522.0,-1.89721844614932,2.17161404926335,0.561374304099564,-0.68665511702543,0.384535972452849,-0.304851741081086,1.00131227804922,-0.277123098247815,1.10525285640722,2.43175941437504,1.29664410383506,0.400197184841979,0.398926687275901,-1.34342127645589,0.402547469036129,0.413128138105198,-0.818482142680678,0.360272825740413,0.25543886199601,1.22904316153998,-0.633038489703781,-0.741431629866285,-0.142126248333149,-0.427621643526004,0.191793646680561,0.016139256855814,0.185449993587629,-0.405210668702529,8.94,0
148442.0,1.91177730732569,-0.468849432766796,-0.996510692726942,0.072409285350244,-0.327323406582617,-0.683714346427984,-0.158720960794135,-0.015389146983180,0.557328366377672,0.275685249084922,0.551866787095911,0.001479470299310,-1.59441889476695,0.860772845801906,0.371136280170517,0.826656664479954,-0.86470359181205,0.032683073179852,0.447422994413985,-0.158523287564439,-0.414646873011337,-1.46576345998374,0.458547435772816,-0.501301778485001,-0.780736869776678,0.024391559022804,-0.094835480522662,-0.054997887204218,66.27,0
66038.0,-0.882345274633542,1.23400644259038,1.83527962256973,-0.543688940848891,0.421677090743034,-0.947680171852079,1.17050876575448,-0.349856633169873,-0.39252530351505,-0.566516583350698,-0.125861738389552,0.095332811945230,0.624752588533834,-0.828339014096097,0.502971893153336,0.51584218949522,-0.385521772766341,-0.298926726417214,-0.699303469476756,0.168600510831277,-0.316628867642097,-0.752299666471407,-0.234014479891883,0.290883497693745,0.275506373888291,-0.012386039342825,-0.058480990923608,-0.085525676836338,8.99,0
59752.0,0.983900414638323,-0.282932346085285,0.628270020442901,1.15608190707938,-0.693557781567131,-0.107185366980216,-0.328170360308337,0.161211842621832,0.25020539369978,0.198202329123549,0.708518270965563,-0.034559855805739,-1.37062435092486,0.607511614885089,0.717451785881592,0.832226159689069,-0.897727838162071,0.999884257991447,-0.232194079201089,0.005765269385470,0.190386742071946,0.258870240558182,-0.191003199536328,-0.039230266621538,0.426442810476531,-0.303090862297991,0.010927217680747,0.033329314414393,107.0,0
61523.0,-2.12699368597247,0.927702940276017,1.4505535937503,-0.035578068733474,0.244262935121708,-0.790327521143146,0.844097408212499,-0.259667375120731,-0.244489789959649,0.319356169577039,1.23078055559652,0.160231572132223,-1.0611681064778,0.308202432483099,-0.148441462758926,0.324813745840924,-0.857057745022117,0.373365632532289,-0.60154846487857,-0.513821125900637,0.080225668158633,0.224276116363518,-0.816052263601532,0.557720804727239,0.4234398303178,-0.571301387536239,-1.04965345659897,-0.63178060272675,41.6,0
35995.0,-0.726030475430592,0.59655169231125,1.07543262045774,0.728733863593322,0.859413617617043,-0.001470188131448,0.508914432262767,0.166191964003891,-0.873434181770973,0.087521043041390,1.23543749297031,0.961002159610936,0.730423198081805,0.390837882615768,0.530986297278353,-0.371891121075441,-0.31901081065998,0.192014556062792,0.443311061211242,0.362824062684357,0.231525413097698,0.688901282652257,-0.026808977668196,-0.279598607767576,-0.19499098150266,-0.288361360727426,0.40664955233158,0.221444712036715,43.5,0
23481.0,-0.720168280116913,1.47180137807515,1.20895288650603,1.14858109545876,0.819062875064754,0.607701175948808,0.77247106507228,-0.192639645319019,1.39877981635216,0.322541573421836,-0.084230036068879,-2.06624102766402,2.79400805378399,0.813122993403139,-0.526273104849845,-1.18244064247924,0.867393557284251,-0.342592708708337,0.774306526960162,0.494061858043628,-0.347958419095152,0.010024618713822,-0.294215737341195,-0.788874837677697,0.112864108353593,-0.232115317964758,0.465696558169222,0.096520509841980,13.27,0
